venda_id;produto_id;id_loja;quantidade;dia;mes
220;30;5;1;10;4
221;25;2;1;10;4
222;24;5;3;10;4
223;14;4;2;10;4
224;43;6;1;10;4
225;27;4;3;10;4
226;48;5;1;10;4
227;35;3;1;10;4
228;19;6;2;10;4
229;17;1;4;10;4
230;40;4;3;10;4
231;29;3;4;10;4
232;33;1;1;10;4
233;37;5;1;10;4
234;22;2;3;10;4
235;28;5;4;11;4
236;43;4;4;11;4
237;12;3;1;11;4
238;14;3;1;11;4
239;48;5;1;11;4
240;49;3;1;11;4
241;38;5;1;11;4
242;7;5;4;11;4
243;21;1;3;11;4
244;35;4;1;11;4
245;6;4;4;11;4
246;20;1;2;11;4
247;3;3;4;11;4
248;1;3;3;11;4
249;20;3;3;11;4
250;8;1;3;11;4
251;25;3;3;11;4
252;37;5;2;11;4
253;29;3;3;11;4
254;47;1;2;11;4
255;43;6;2;11;4
256;42;1;4;11;4
257;32;3;1;11;4
258;13;4;2;11;4
259;21;6;4;12;4
260;6;6;4;12;4
261;11;4;4;12;4
262;35;4;1;12;4
263;12;5;1;12;4
264;19;3;1;12;4
265;46;2;3;12;4
266;4;3;1;12;4
267;39;6;2;12;4
268;33;3;3;12;4
269;2;2;2;12;4
270;43;3;4;12;4
271;7;1;2;12;4
272;38;2;4;12;4
273;13;4;4;12;4
274;18;2;1;12;4
275;25;4;3;12;4
276;39;3;4;12;4
277;8;1;3;12;4
278;10;6;1;12;4
279;38;1;3;12;4
280;3;3;4;12;4
281;29;5;1;12;4
282;35;1;3;12;4
283;38;1;4;12;4
284;43;5;3;12;4
285;3;2;1;12;4
286;18;4;2;12;4
287;41;2;2;12;4
288;41;4;1;12;4
289;1;5;3;13;4
290;27;1;2;13;4
291;20;6;2;13;4
292;29;3;2;13;4
293;18;2;1;13;4
294;34;4;1;13;4
295;44;1;1;13;4
296;7;3;2;13;4
297;1;2;2;13;4
298;35;1;4;13;4
299;22;5;4;13;4
300;8;5;4;13;4
301;36;3;2;13;4
302;16;4;4;13;4
303;14;1;3;13;4
304;27;2;1;13;4
305;35;1;1;13;4
306;27;4;1;13;4
307;33;6;4;13;4
308;46;2;4;13;4
309;37;6;2;13;4
310;11;1;1;13;4
311;46;3;4;13;4
312;49;5;2;13;4
313;21;1;4;14;4
314;50;5;1;14;4
315;48;3;2;14;4
316;16;4;4;14;4
317;14;4;4;14;4
318;14;2;1;14;4
319;22;2;3;14;4
320;23;2;3;14;4
321;2;4;3;14;4
322;32;5;4;14;4
323;40;5;2;14;4
324;48;3;3;14;4
325;21;6;2;14;4
326;28;4;3;14;4
327;12;2;2;14;4
328;15;4;2;14;4
329;19;3;4;14;4
330;40;4;1;14;4
331;28;3;4;14;4
332;27;5;2;14;4
333;22;6;4;14;4
334;1;3;2;14;4
335;21;3;1;14;4
336;38;4;4;14;4
337;19;6;1;15;4
338;40;2;4;15;4
339;10;3;4;15;4
340;3;3;1;15;4
341;46;3;2;15;4
342;10;4;2;15;4
343;50;5;1;15;4
344;4;1;2;15;4
345;8;2;2;15;4
346;18;3;3;15;4
347;35;1;2;15;4
348;4;4;1;15;4
349;15;1;2;15;4
350;3;1;3;15;4
351;27;4;1;15;4
352;49;3;2;15;4
353;20;2;1;15;4
354;7;1;2;15;4
355;49;1;3;15;4
356;44;1;3;15;4
357;23;1;2;15;4
358;16;1;3;16;4
359;22;1;1;16;4
360;39;3;2;16;4
361;42;4;2;16;4
362;39;3;1;16;4
363;9;2;2;16;4
364;18;4;2;16;4
365;27;6;3;16;4
366;28;6;3;16;4
367;14;1;2;16;4
368;14;6;3;16;4
369;15;2;2;16;4
370;3;5;3;16;4
371;47;3;1;16;4
372;10;4;3;16;4
373;28;4;1;16;4
374;33;2;3;16;4
375;26;2;3;16;4
376;38;3;4;16;4
377;25;4;2;16;4
378;11;3;3;16;4
379;34;2;2;16;4
380;20;5;2;16;4
381;50;3;3;16;4
382;3;2;4;17;4
383;44;2;3;17;4
384;19;2;1;17;4
385;5;6;1;17;4
386;44;4;1;17;4
387;9;5;4;17;4
388;23;4;3;17;4
389;12;5;3;17;4
390;24;1;3;17;4
391;17;1;2;17;4
392;1;4;2;17;4
393;24;1;1;17;4
394;44;6;1;17;4
395;35;6;2;17;4
396;34;1;1;17;4
397;27;5;1;17;4
398;13;4;2;17;4
399;37;5;2;17;4
400;20;3;3;17;4
401;42;3;2;17;4
402;35;6;2;18;4
403;3;4;2;18;4
404;44;3;4;18;4
405;18;3;3;18;4
406;17;2;3;18;4
407;10;2;1;18;4
408;43;2;4;18;4
409;28;1;4;18;4
410;19;4;4;18;4
411;25;6;2;18;4
412;12;2;2;18;4
413;44;2;4;18;4
414;42;4;4;18;4
415;11;2;2;18;4
416;26;3;4;18;4
417;8;3;2;18;4
418;19;3;2;18;4
419;33;3;2;18;4
420;27;5;4;18;4
421;40;2;2;19;4
422;35;2;3;19;4
423;21;6;4;19;4
424;40;6;4;19;4
425;34;6;3;19;4
426;41;5;1;19;4
427;23;6;2;19;4
428;20;5;2;19;4
429;50;4;1;19;4
430;42;5;4;19;4
431;27;1;4;19;4
432;1;6;2;19;4
433;9;5;1;19;4
434;21;5;2;19;4
435;25;5;3;19;4
436;35;1;4;19;4
437;36;3;4;19;4
438;20;2;4;19;4
439;40;1;2;19;4
440;46;1;4;20;4
441;26;5;1;20;4
442;16;6;2;20;4
443;3;1;2;20;4
444;9;5;4;20;4
445;45;4;2;20;4
446;35;5;2;20;4
447;50;1;4;20;4
448;46;3;4;20;4
449;15;4;3;20;4
450;50;2;3;20;4
451;27;6;3;20;4
452;6;4;1;20;4
453;38;6;1;20;4
454;32;5;4;20;4
455;48;4;2;20;4
456;31;4;1;20;4
457;42;4;2;20;4
458;6;5;2;20;4
459;18;4;4;20;4
460;41;2;3;20;4
461;38;4;3;20;4
462;32;3;2;20;4
463;46;5;2;20;4
464;1;6;4;20;4
465;46;4;1;20;4
466;26;1;2;20;4
467;6;5;2;21;4
468;1;5;4;21;4
469;42;5;1;21;4
470;21;1;1;21;4
471;12;1;3;21;4
472;27;1;1;21;4
473;34;2;4;21;4
474;19;4;1;21;4
475;33;2;4;21;4
476;30;3;3;21;4
477;36;3;2;21;4
478;35;2;3;21;4
479;6;6;1;21;4
480;38;4;1;21;4
481;30;2;1;21;4
482;37;2;4;21;4
483;18;3;4;21;4
484;10;1;2;21;4
485;23;1;1;21;4
486;10;6;4;21;4
487;31;5;2;21;4
488;34;5;4;21;4
489;30;6;1;21;4
490;20;6;4;21;4
491;26;3;1;22;4
492;34;2;3;22;4
493;38;4;1;22;4
494;46;1;2;22;4
495;45;2;3;22;4
496;38;4;1;22;4
497;16;3;3;22;4
498;39;3;4;22;4
499;31;5;3;22;4
500;42;5;2;22;4
501;49;6;2;22;4
502;44;4;4;22;4
503;25;4;4;22;4
504;48;1;2;22;4
505;42;6;3;22;4
506;43;2;2;22;4
507;6;1;4;22;4
508;44;1;4;22;4
509;21;2;4;22;4
510;32;2;1;22;4
511;24;4;2;22;4
512;20;1;2;22;4
513;16;4;4;23;4
514;44;4;1;23;4
515;16;1;3;23;4
516;12;2;2;23;4
517;19;2;3;23;4
518;12;6;1;23;4
519;26;3;1;23;4
520;42;1;1;23;4
521;41;4;1;23;4
522;29;4;2;23;4
523;1;4;1;23;4
524;40;5;1;23;4
525;18;2;1;23;4
526;49;6;1;23;4
527;41;5;3;23;4
528;16;2;2;23;4
529;30;5;4;23;4
530;10;2;1;23;4
531;49;6;3;23;4
532;36;6;1;23;4
533;10;1;4;23;4
534;34;2;4;23;4
535;2;3;3;23;4
536;42;3;1;24;4
537;3;5;1;24;4
538;22;1;1;24;4
539;2;1;2;24;4
540;1;6;2;24;4
541;4;4;2;24;4
542;43;5;1;24;4
543;47;6;4;24;4
544;50;6;3;24;4
545;3;6;4;24;4
546;29;5;4;24;4
547;45;6;2;24;4
548;28;4;1;24;4
549;3;5;4;24;4
550;17;1;3;24;4
551;18;4;4;24;4
552;4;4;2;24;4
553;10;4;3;24;4
554;17;6;2;24;4
555;6;3;3;24;4
556;11;4;3;24;4
557;29;4;3;24;4
558;49;1;4;24;4
559;31;1;1;24;4
560;38;3;1;24;4
561;50;2;4;24;4
562;8;5;3;24;4
563;17;1;3;24;4
564;39;4;2;24;4
565;35;2;4;24;4
566;11;6;2;25;4
567;35;6;3;25;4
568;13;6;3;25;4
569;16;4;3;25;4
570;27;2;1;25;4
571;30;4;1;25;4
572;43;1;2;25;4
573;20;3;2;25;4
574;3;1;1;25;4
575;9;2;1;25;4
576;5;4;1;25;4
577;16;6;3;25;4
578;40;5;3;25;4
579;3;5;1;25;4
580;3;6;2;25;4
581;47;5;2;25;4
582;35;4;1;25;4
583;34;2;2;25;4
584;30;3;2;25;4
585;25;6;1;25;4
586;4;4;4;25;4
587;15;6;4;25;4
588;31;4;3;25;4
589;21;3;2;25;4
590;40;2;3;25;4
591;41;2;1;25;4
592;26;2;2;25;4
593;34;1;1;25;4
594;21;2;1;26;4
595;46;5;1;26;4
596;10;6;4;26;4
597;50;6;4;26;4
598;21;2;2;26;4
599;10;1;1;26;4
600;20;6;1;26;4
601;21;6;1;26;4
602;26;4;3;26;4
603;5;1;1;26;4
604;22;3;1;26;4
605;37;4;2;26;4
606;31;4;4;26;4
607;44;4;1;26;4
608;39;2;3;26;4
609;1;6;3;26;4
610;29;6;3;26;4
611;38;6;1;26;4
612;6;6;2;26;4
613;34;6;2;26;4
614;50;4;1;26;4
615;31;2;3;27;4
616;43;6;4;27;4
617;8;1;1;27;4
618;45;3;2;27;4
619;12;2;2;27;4
620;22;3;4;27;4
621;10;4;3;27;4
622;15;4;1;27;4
623;17;5;1;27;4
624;46;1;1;27;4
625;42;5;1;27;4
626;48;5;4;27;4
627;21;3;1;27;4
628;25;4;3;27;4
629;7;2;2;27;4
630;21;3;3;27;4
631;27;6;1;27;4
632;36;3;3;27;4
633;32;6;1;27;4
634;36;4;4;27;4
635;21;2;3;28;4
636;24;4;3;28;4
637;14;4;2;28;4
638;40;5;1;28;4
639;46;1;4;28;4
640;2;1;3;28;4
641;4;1;1;28;4
642;36;2;4;28;4
643;29;5;4;28;4
644;44;6;3;28;4
645;40;3;2;28;4
646;11;5;2;28;4
647;41;2;2;28;4
648;50;5;3;28;4
649;36;3;3;28;4
650;38;4;4;28;4
651;30;1;2;28;4
652;23;5;4;28;4
653;21;6;4;28;4
654;10;2;1;29;4
655;28;2;2;29;4
656;41;5;1;29;4
657;14;5;4;29;4
658;49;5;1;29;4
659;31;2;1;29;4
660;48;6;3;29;4
661;1;1;2;29;4
662;20;4;2;29;4
663;37;3;2;29;4
664;29;3;3;29;4
665;44;2;2;29;4
666;1;6;4;29;4
667;15;2;4;29;4
668;2;2;2;29;4
669;5;6;1;29;4
670;1;2;2;29;4
671;8;3;1;29;4
672;27;6;1;29;4
673;46;5;2;29;4
674;20;5;1;29;4
675;21;5;1;29;4
676;19;4;2;29;4
677;43;1;3;29;4
678;46;5;4;29;4
679;25;6;1;29;4
680;5;2;3;29;4
681;4;4;2;30;4
682;5;1;4;30;4
683;48;4;3;30;4
684;8;1;4;30;4
685;27;2;3;30;4
686;30;4;3;30;4
687;33;1;4;30;4
688;41;4;4;30;4
689;44;4;3;30;4
690;23;6;4;30;4
691;9;4;1;30;4
692;21;1;4;30;4
693;27;4;3;30;4
694;22;2;4;30;4
695;26;6;2;30;4
696;15;1;2;30;4
697;13;1;3;30;4
698;20;4;2;30;4
699;14;4;2;30;4
700;12;6;1;30;4
